comedian,sentence,k
Russell_Peters,"You got it, don't you, yellow guy? You do, do you. He's like, I know, I have it, but I don't want to say because my shirt looks like turmeric.",4
Russell_Peters,"That's really fucking racist, but since you asked, I have acid reflux.",5
Russell_Peters,There's no way you can be Indian and not have fucking acid reflux.,5
Russell_Peters,"I'm looking at all of you, especially all the pudgy guys. You know exactly who has it.",5
Russell_Peters,"I'm a 48-year-old Indian man, and I'm like, that's really fucking racist, but since you asked, I have acid reflux.",6
Russell_Peters,There's no way you can be Indian and not have fucking acid reflux.,6
Russell_Peters,"I'm looking at all of you, especially all the pudgy guys. You know exactly who has it. You got it, don't you, yellow guy? You do, do you.",6
Russell_Peters,"That’s really fucking racist, but since you asked, I have acid reflux.",7
Russell_Peters,There’s no way you can be Indian and not have fucking acid reflux.,7
Russell_Peters,"I'm looking at all of you, especially all the pudgy guys. You know exactly who has it. You got it, don't you, yellow guy?",7
Russell_Peters,"I’m not saying that it’s easy for an Indian man to have acid reflux, but it’s not like it’s a miracle.",7
Russell_Peters,"That’s really fucking racist, but since you asked, I have acid reflux.",8
Russell_Peters,There’s no way you can be Indian and not have fucking acid reflux.,8
Russell_Peters,"I'm looking at all of you, especially all the pudgy guys. You know exactly who has it. You got it, don't you, yellow guy? You do, do you.",8
Russell_Peters,"That's really fucking racist, but since you asked, I have acid reflux.",9
Russell_Peters,"There's no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your esophagus.",9
Russell_Peters,"You know exactly who has it. You got it, don't you, yellow guy? You do, do you.",9
Russell_Peters,"I'm like, that's really fucking racist, but since you asked, I have acid reflux.",10
Russell_Peters,There's no way you can be Indian and not have fucking acid reflux.,10
Russell_Peters,"I'm looking at all of you, especially all the pudgy guys. You know exactly who has it.",10
Russell_Peters,"You got it, don't you, yellow guy? You do, do you.",10
Russell_Peters_2,Identical twins are the only people that should be twins.,1
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate.""",1
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",1
Russell_Peters_2,"These are my boys, it’s Pete and Repeat.",1
Russell_Peters_2,"Look at how good my balls are. Look, look. Or because you’re Punjabi, look at how good my junk they are",1
Russell_Peters_2,Identical twins are the only people that should be twins.,2
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate.""",2
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",2
Russell_Peters_2,"These are my boys, it’s Pete and Repeat.",2
Russell_Peters_2,"Look, look. Or because you're Punjabi, look at how good my junk they are",2
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean.",3
Russell_Peters_2,"My balls are so strong, they made one kid and then it made the exact same kid right away",3
Russell_Peters_2,"Look, look. Or because you’re Punjabi, look at how good my junk they are. Looks at this.",3
Russell_Peters_2,I call the left one copy and the right one paste,3
Russell_Peters_2,Identical twins are the only people that should be twins.,4
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat.",4
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",4
Russell_Peters_2,Identical twins are the only people that should be twins.,5
Russell_Peters_2,If I have twin girls– because you’ve got to have fun with the names.,5
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat. If I had twins with a black girl, this is Tyrone and Tyclone. Identical twins, that’s like bragging rights for you, you know I mean.",5
Russell_Peters_2,Identical twins are the only people that should be twins.,6
Russell_Peters_2,But I started settling into the idea because I started thinking of names for identical twins,6
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",6
Russell_Peters_2,"Looks at how good my balls are. Look, look. Or because you’re Punjabi, look at how good my junk they are",6
Russell_Peters_2,"My balls are so strong, they made one kid and then it made the exact same kid right away.",6
Russell_Peters_2,Identical twins are the only people that should be twins.,7
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate.",7
Russell_Peters_2,"These are my boys, it’s Pete and Repeat",7
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",7
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean.",7
Russell_Peters_2,Identical twins are the only people that should be twins. And I started getting scared when I thought my girlfriend was going to have twins.,8
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it's going to be Kate and Duplicate. These are my boys, it's Pete and Repeat. If I had twins with a black girl, this is Tyrone and Tyclone.",8
Russell_Peters_2,Identical twins are the only people that should be twins.,9
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate.",9
Russell_Peters_2,"These are my boys, it’s Pete and Repeat.",9
Russell_Peters_2,"Look, look. Or because you’re Punjabi, look at how good my junk they are",9
Russell_Peters_2,"My balls are so strong, they made one kid and then it made the exact same kid right away. You lift up your balls, sponsored by Xerox.",9
Russell_Peters_2,Identical twins are the only people that should be twins.,10
Russell_Peters_2,If I have twin girls– because you’ve got to have fun with the names.,10
Russell_Peters_2,"These are my boys, it’s Pete and Repeat.",10
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone",10
Russell_Peters_2,"My balls are so strong, they made one kid and then it made the exact same kid right away. You lift up your balls, sponsored by Xerox. Sponsored by Xerox.",10
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here.",1
Sam_Morril,"Here's what happened. I was at a party and this guy handed a girl a drink, and she said, ‘I’m too drunk.’ And I said, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at me?",1
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did.",2
Sam_Morril,It’s hard not to drink man. It’s very hard. I work in a place where there’s a bar every night. I’ve been trying to be good. It’s very difficult. I read this article that said try to replace drinking with another activity like tennis with,2
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did.",3
Sam_Morril,"Here’s what happened. I was at a party and this guy handed a girl a drink, and she said, “I’m too drunk.” And I said, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at",3
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did.",4
Sam_Morril,"Here’s what happened. I was at a party and this guy handed a girl a drink, and she said, “I’m too drunk.” And I said, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at",4
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here.",5
Sam_Morril,"Here’s what happened. I was at a party and this guy handed a girl a drink, and she said, ‘I’m too drunk.’",5
Sam_Morril,"And then I chugged it, and I woke up the next morning, and I was like oh. That guy’s a sexual predator.",5
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here.",6
Sam_Morril,"Here's what happened. I was at a party and this guy handed a girl a drink, and she said, ‘I’m too drunk.’ And I said, I’ll drink it.",6
Sam_Morril,"I brought my Wilson racket and everything. You tell me to replace an addiction with cardio, that’s very helpful.",6
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here.",7
Sam_Morril,"Here's what happened. I was at a party and this guy handed a girl a drink, and she said, ‘I’m too drunk.’ And I said, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at me?",7
Sam_Morril,"That is male privilege right there, isn’t it?",8
Sam_Morril,I just told a room full of people I got roofied. I did not see one concerned face in here.,8
Sam_Morril,It’s hard not to drink man. It’s very hard. I work in a place where there’s a bar every night. I’ve been trying to be good.,8
Sam_Morril,That's very helpful for a guy who's trying to replace an addiction with cardio.,8
Sam_Morril,"That is male privilege right there, isn’t it?",9
Sam_Morril,It’s very hard not to drink man. It’s very hard.,9
Sam_Morril,I brought my Wilson racket and everything.,9
Sam_Morril,"That’s so much better than crack. They’re like, thanks, we didn’t know.",9
Sam_Morril,Why is E. Honda butt-fucking me?,9
Sam_Morril,"It is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here.",10
Sam_Morril,"That’s not how I want to think about it, you know? You don’t want to think of yourself as a -block to some monster.",10
Sam_Morril,It is hard not to drink man. It’s very hard. I work in a place where there’s a bar every night. I’ve been trying to be good.,10
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials.",1
Sam_Morril_2,"Wouldn’t kill you to carry a pack,"" you know? Marlboro: Just in Case.",1
Sam_Morril_2,"I’m two to three abortions away from Diamond Medallion status, so… I’m losing some of you, but I’m gonna take it a step further here.",1
Sam_Morril_2,"That one looks unfinished. That’s what we’re going for, so, yeah.",1
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials.",2
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don't smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that's the whole commercial.",2
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials.",3
Sam_Morril_2," ""Wouldn’t kill you to carry a pack,"" Marlboro's tagline.",3
Sam_Morril_2,I'm two to three abortions away from Diamond Medallion status.,3
Sam_Morril_2,"That one's not for everybody, that joke.",3
Sam_Morril_2,"I got greedy, guys, I did.",3
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials.",4
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke.",4
Sam_Morril_2,"I’m two to three abortions away from Diamond Medallion status, so… I’m losing some of you, but I’m gonna take it a step further here. I think you should get extra SkyMiles points with an abortion, because that’s one less crying baby",4
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials.",5
Sam_Morril_2,"I thought of a good pro-cigarette commercial. How ’bout this for like a casual smoker? A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke.",5
Sam_Morril_2,"I’m two to three abortions away from Diamond Medallion status, so… I’m losing some of you, but I’m gonna take it a step further here.",5
Sam_Morril_2,"Isn’t that weird? They don’t give ’em a rebuttal. And I’m not like a big cigarette guy, but I like one when I’m drunk sometimes. It’s nice.",6
Sam_Morril_2,Wouldn’t kill you to carry a pack.,6
Sam_Morril_2,"That one’s not for everybody, that joke.",6
Sam_Morril_2,"I got greedy, guys, I did.",6
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials.",7
Sam_Morril_2,"I think you should get extra SkyMiles points with an abortion, because that’s one less crying baby onboard.",7
Sam_Morril_2,"If there’s ever a time, my friend just had one, and her boyfriend didn’t contribute to the cost, which I thought was not cool.",7
Sam_Morril_2,"Isn’t that weird? They don’t give ’em a rebuttal. And I’m not like a big cigarette guy, but I like one when I’m drunk sometimes. It’s nice",8
Sam_Morril_2,"""Wouldn’t kill you to carry a pack,"" Marlboro: Just in Case.",8
Sam_Morril_2,"If there was ever a time, my friend just had one, and her boyfriend didn’t contribute to the cost, which I thought was not cool, you know? She’s going through it, yeah. That’s not a very noble stance",8
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can't do pro-cigarette commercials.",9
Sam_Morril_2,"I don't think there's gonna be a parade, but if there is, I'll be there.",9
Sam_Morril_2,"""Wouldn't kill you to carry a pack,"" said by Marlboro.",9
Sam_Morril_2,"If there was ever a time, my friend just had one, and her boyfriend didn't contribute to the cost, which I thought was not cool.",9
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials",10
Sam_Morril_2,"Wouldn’t kill you to carry a pack,"" you know? Marlboro: Just in Case.",10
Sam_Morril_2,"That one’s not for everybody, that joke. I did that joke the other night and somebody yelled out boo.",10
Sam_Morril_2,"I think you should get extra SkyMiles points with an abortion, because that’s one less crying baby onboard, you know?",10
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself. I’ve learned how to harness that energy and use it for good.,1
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’ There’s just something about that Russian accent. Ladies, every single one of you needs to learn the Russian accent",1
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world.,2
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’",2
Trevor_Noah,"The next time you’re in a compromising position, you’re at a bar, waiting for your drink",2
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’ There’s just something about that Russian accent.",3
Trevor_Noah,I know you want me. You know I want you,3
Trevor_Noah,Come on! You know I want you. Come on!,3
Trevor_Noah,I don’t want dance with you. Please!,3
Trevor_Noah,"Hey, you don’t gotta be such a bitch!",3
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,4
Trevor_Noah,"I’ll share this with you, I don’t mind. I, uh– I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark. And I know it’s stupid to be afraid of the dark, right? Because there’s nothing",4
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself. I’ve learned how to harness that energy and use it for good.,5
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’ There’s just something about that Russian accent. Ladies, every single one of you needs to learn the Russian",5
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself. I’ve learned how to harness that energy and use it for good.,6
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian? There’s just something about that Russian accent. Ladies, every single one of you needs to learn the Russian accent. You read",6
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’ There’s just something about that Russian accent. Ladies, every single one of you needs to learn the Russian accent.",7
Trevor_Noah,I know you want me. You know I want you.,7
Trevor_Noah,"Come on!
♪ I know you want me ♪",7
Trevor_Noah,I don’t want dance with you. Please!,7
Trevor_Noah,"Hey, you don’t gotta be such a bitch",7
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, “Is that a Russian?” There’s just something about that Russian accent. Ladies, every single one of you needs to learn the Russian accent.",8
Trevor_Noah,"The next time you’re in a compromising position, you’re at a bar, waiting for your drink. That creepy guy comes up and starts grinding on you from behind. “Hey, how are you? Hey, you want to dance?” “No, I’m fine, thank you",8
Trevor_Noah,I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.,9
Trevor_Noah,"But what happens is, I’ll be sleeping. And in the middle of the night, I’ll be woken up by the need to pee. And whenever that happens, I’m always faced with the eternal dilemma. When I go to the bathroom, do I turn the lights on and lose my sleep? Or do I leave the lights off and shit myself? I never know which one to go with.",9
Trevor_Noah,"I’ll share this with you, I don’t mind. I, uh– I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.",10
Trevor_Noah_2,You can't be normal man with a voice like that. You are destined for greatness.,1
Trevor_Noah_2,"It just doesn't work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh.",1
Trevor_Noah_2,"Everything he did, he’d just be like, ‘Ah, knock, knock.’ People would be like, ‘Let him in. Let him in!’ ‘No. No, no. You must say, ‘Who’s there?’’ ‘He is so right.",1
Trevor_Noah_2,You can't be normal man with a voice like that. You are destined for greatness.,2
Trevor_Noah_2,"It just doesn't work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh.",2
Trevor_Noah_2,"Everything he did, he’d just be like, ‘Ah, knock, knock.’ People would be like, ‘Let him in. Let him in!’ ‘No. No, no. You must say, ‘Who’s there?’’ ‘He is so right.",2
Trevor_Noah_2,"You can't be normal man with a voice like that. You are destined for greatness. You can't be running in the streets: ""And a Kit Kat, please."" No. No. It's so unique. You can't be silly. What are you making, prank phone calls? ""Who the hell is this?!” ""I'm not telling you."" [laughs]",3
Trevor_Noah_2,"Everything he did, he'd just be like, ""Ah, knock, knock."" People would be like, ""Let him in. Let him in!""",3
Trevor_Noah_2,"You can't be a normal man with a voice like that. You are destined for greatness. You can't be running in the streets: 'And a Kit Kat, please.'",4
Trevor_Noah_2,"It just doesn't work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh. Because everyone thought a man who had been in jail for 27 years couldn't make a joke.",4
Trevor_Noah_2,You can't do normal things with that voice. You are destined for greatness,5
Trevor_Noah_2,"I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh.",5
Trevor_Noah_2,"Everything he did, he’d just be like, ‘Ah, knock, knock.’ People would be like, ‘Let him in. Let him in!’ ‘No. No, no. You must say, ‘Who’s there?’’ ‘He is so right. We’ve always got to ask, ‘",5
Trevor_Noah_2,"You can’t be normal man with a voice like that. You are destined for greatness. You can’t be running in the streets: “And a Kit Kat, please.” No. No. It’s so unique. You can’t be silly. What are you making, prank phone calls? “Who the hell is this?!” “I’m not telling you.” [laughs] It just doesn’t work.",6
Trevor_Noah_2,"I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would",6
Trevor_Noah_2,You can't be normal man with a voice like that. You are destined for greatness.,7
Trevor_Noah_2,"It's so unique. You can't be silly. What are you making, prank phone calls?",7
Trevor_Noah_2,A man who had been in jail for 27 years couldn’t make a joke,7
Trevor_Noah_2,"It was partly because of that voice. He would tell the joke, and it would just sound too epic for people to laugh.",7
Trevor_Noah_2,"You can't do normal things with that voice. You are destined for greatness. You can't be running in the streets: ‘And a Kit Kat, please.’",8
Trevor_Noah_2,"I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh. Because everyone thought a man who had been in jail for 27 years couldn’t make a joke. And yet, he still did. He still kept what was him.",8
Trevor_Noah_2,You can't do normal things with that voice.,9
Trevor_Noah_2,"""It just doesn't work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh.",9
Trevor_Noah_2,"Everything he did, he'd just be like, 'Ah, knock, knock.' People would be like, 'Let him in. Let him in!"" ""No. No, no. You must say, 'Who's there?'"" ""He is so right. We've always got to ask,",9
Trevor_Noah_2,You can’t be a normal man with a voice like that.,10
Trevor_Noah_2,“It just doesn’t work.,10
Trevor_Noah_2,"Everything he did, he’d just be like, ‘Ah, knock, knock.’",10
Trevor_Noah_2,Who’s there? Who’s here? Who are we?,10
Tom_Segura,"Oh, shit. Yeah.",1
Tom_Segura,We just need to go get it.,1
Tom_Segura,I'll go get it. You stay here and watch my place.,1
Tom_Segura,That's what's up.,1
Tom_Segura,Can we get a description before we agree to terms? How about a height and weight on old mom?,1
Tom_Segura,We could go do that.,2
Tom_Segura,"I'll go get it. You stay here and watch my place.""",2
Tom_Segura,That's what's up.,2
Tom_Segura,Can we get a description before we agree to terms?,2
Tom_Segura,"Oh, shit. Yeah.",3
Tom_Segura,We could go do that.,3
Tom_Segura,Let's go get it.,3
Tom_Segura,I'll go get it. You stay here and watch my place.,3
Tom_Segura,That's what's up.,3
Tom_Segura,"Oh, shit. Yeah.",4
Tom_Segura,We just need to go get it.,4
Tom_Segura,I'll go get it. You stay here and watch my place.,4
Tom_Segura,That's what's up.,4
Tom_Segura,Can we get a description before we agree to terms?,4
Tom_Segura,Get the fuck out of here.,4
Tom_Segura,You don't fuckin' have it? Isn't that your sole responsibility,4
Tom_Segura,"Oh, shit. Yeah.",5
Tom_Segura,We just need to go get it.,5
Tom_Segura,That's what's up.,5
Tom_Segura,"Nobody comes in here, blast 'em.",5
Tom_Segura,We could go do that.,6
Tom_Segura,I'll go get it. You stay here and watch my place.,6
Tom_Segura,That's what's up.,6
Tom_Segura,Can we get a description before we agree to terms? How about a height and weight on old mom?,6
Tom_Segura,We could go do that.,7
Tom_Segura,It’s my sole responsibility.,7
Tom_Segura,Let’s go get it.,7
Tom_Segura,"There's a .357 and a shotgun on my bed. Anybody comes in here, blast 'em.",7
Tom_Segura,Can we get a description before we agree to terms?,7
Tom_Segura,"Oh, shit. Yeah.",8
Tom_Segura,We could go do that.,8
Tom_Segura,Let's go get it.,8
Tom_Segura,I'll go get it. You stay here and watch my place.,8
Tom_Segura,That's what's up.,8
Tom_Segura,Can we get a description before we agree to terms?,8
Tom_Segura,"Oh, shit. Yeah.",9
Tom_Segura,We could go do that.,9
Tom_Segura,Let's go get it.,9
Tom_Segura,I'll go get it. You stay here and watch my place.,9
Tom_Segura,That's what's up.,9
Tom_Segura,Can we get a description before we agree to terms? How about a height and weight on old mom?,9
Tom_Segura,"Oh, shit. Yeah.",10
Tom_Segura,We just need to go get it.,10
Tom_Segura,You don't fuckin' have it? Isn't that your sole responsibility?,10
Tom_Segura,That's what's up.,10
Tom_Segura,Can we get a description before we agree to terms? How about a height and weight on old mom?,10
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",1
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’re like… Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid. You’re like, “I’m",1
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",2
Tom_Segura_2,"I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge",2
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",3
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’re like… Sometimes, a second later it opens, and you’re like, “Fuck!”",3
Tom_Segura_2,I got such a warm rush through my body.,4
Tom_Segura_2,It felt like the inside of my body hugged the outside of my body.,4
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’re like… Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid.""",4
Tom_Segura_2,"I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge.",5
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’",5
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",6
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’re like… Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid. You’re like, “I’m",6
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",7
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’re like… Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid. You’re like, “I’m",7
Tom_Segura_2,"I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge",8
Tom_Segura_2,"There’s ""Hold Open,"" and ""Close."" And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’",8
Tom_Segura_2,"I did it... I did it at the hotel earlier. I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",9
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’re like… Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid",9
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",10
Tom_Segura_2,"It’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge.",10
Tom_Segura_2,"Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid.",10
