comedian,sentence,humor
Sam_Morill_3,"Hitler might have had a strong Twitter presence. Trapped in bunker, sad. Adolf’s trending.",self-deprecating
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title. I’ve always said there aren’t enough upbeat pieces on the Fuhrer",self-deprecating
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’",self-deprecating
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for",self-deprecating
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere",self-deprecating
Trevor_Noah_3,No one actually knew what it was about,self-deprecating
Tom_Segura_3,"Hundred percent, yeah",self-deprecating
Tom_Segura_3,Segura. Segura! Sounds Japanese.,self-deprecating
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,self-deprecating
Tom_Segura_3,Whoa. Are you Japanese?,self-deprecating
Tom_Segura_3,"Well, what are you?",self-deprecating
Tom_Segura_3,It’s never important to ask that question.,self-deprecating
Anthony_Jeselnik,Sold my passport on the street for 300 bucks to get to my prom,dark
Anthony_Jeselnik,"Weird joke to clap for, but sure.",dark
Anthony_Jeselnik,My mom actually should’ve been on one of the planes that crashed on 9/11. I think.,dark
Anthony_Jeselnik,And I do not tolerate racism. That’s ignorance and I hate that.,dark
Anthony_Jeselnik,"Shut up, Mom, that’s racist. Put your money away.",dark
Anthony_Jeselnik,"Most of them are in jail, to be honest.",dark
Anthony_Jeselnik_2,"I asked a friend for advice. Was like, “I’ve never talked to a group of people without getting paid a lot of money. How should I handle this?”",dark
Anthony_Jeselnik_2,"Anthony, just go up there and tell a story. Find one moment about you and your grandma you can share with everybody. And don’t tell a joke. Try not to.”",dark
Anthony_Jeselnik_2,"You know what my favorite memory was? When I was like four years old, before I learned to read, Grandma would curl up with me on the couch, she had this Southern accent'",dark
Ali_Wong,Don’t ever do that with your mom.,dark
Ali_Wong,It was like the worst experience of my life. It was so emotional.,dark
Ali_Wong,She refused to let go of a Texas Instruments TI-82… manual.,dark
Ali_Wong,She don’t even know… where the calculator is.,dark
Ali_Wong,It was this calculator that bamboozled my generation. We were all required to buy it when we were in eight grade. It cost like $200. And everybody thought it was like this Judy Jetson',dark
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. ‘Cause she knows that she’s got a century more to go.",dark
Ali_Wong_2,I’m just kidding. She doesn’t have any black friends.,dark
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",dark
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame.""",dark
Ali_Wong_2,They do that ’cause it’s a free activity. For them.,dark
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!",dark
Chelsea_Peretti,"Every photo, they were just like… [giggles shrilly] “Uh-oh, it’s us again.” [trills]",dark
Chelsea_Peretti,"She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her “hubby,” which, to me is on par with the “N'",dark
Chelsea_Peretti_2,People say I look just like you.,dark
Chelsea_Peretti_2,"It’s actually to stop them from sweating, because why would you, you know, as a human?",dark
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole",dark
Chelsea_Peretti_2,"Is that a good trade? like, kind of a deal with the devil.",dark
Chelsea_Peretti_2,"Oh, ho, ho, ho.""",dark
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-,dark
Donald_Glover,"tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug",dark
Donald_Glover,"The sweetest thing he was allowed was mints. He would… The sweetest thing he was allowed was mints. So he would steal mints by the handful. So his breath was so fresh… the vapors from his own mouth made his eyes water.""",dark
Donald_Glover,"And he goes, “Shut up.” And she goes, “Don’t you talk to me like that, I am",dark
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will. I have no problem.”",dark
Donald_Glover_2,"Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high.""",dark
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah! He’s like, “Oh God, no!”",dark
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",dark
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.,dark
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!",dark
Hasan_Minhaj,"It’s why we become cardiologists and win spelling bees.""",dark
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins.""",dark
Hasan_Minhaj_2,Getting into Stanford.,dark
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",dark
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?",dark
Hasan_Minhaj_2,"Hanson, this is not funny.",dark
Hasan_Minhaj_2,"Whatever, it’s not",dark
Iliza_Shlesinger,"I don’t know. I can’t say empirically how fun being married is. I’ll tell you on the next comedy special what that’s all about.""",dark
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want",dark
Iliza_Shlesinger,"In your 30s… In your 30s, homeboy knocks on the door, you open it, you’re in combat boots, nothing else,'",dark
Iliza_Shlesinger_2,"You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",dark
Iliza_Shlesinger_2,You don’t want to wear nipple tassels.,dark
Iliza_Shlesinger_2,"The blood’s gonna go from here to his dick, he’s gonna impale himself, he’s gonna sue you, and you ain’t got no money.",dark
Iliza_Shlesinger_2,"It’d be like if you have the worst day, you came home to your boyfriend, like… “I had the worst day. I got fired, and… I cried in front of everyone and",dark
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom.,dark
Jim_Gaffigan,Aw. Look at you try.,dark
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…",dark
Jim_Gaffigan,Good show.” “You nailed it.” I don’t care. I like to eat! I like to eat.,dark
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is.",dark
Jim_Gaffigan,"Look, I like to sleep. It doesn’t mean I wanna build a bed",dark
Jim_Gaffigan_2,I have friends that are mentally ill.,dark
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn’t know it was his birthday. The dog didn’t know it had a birthday.,dark
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?",dark
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three, I’m 21! I can legally drink!”",dark
Joe_List,It’s one doctor. He knows all three body parts.,dark
Joe_List,"“Ear, nose, throat. “Who do ya need?”",dark
Joe_List,And they all kinda.,dark
Joe_List,"I thought it was called tinnitus, but then I watched a YouTube video, and the doctor in the video, he kept saying “tin-uh-dus.”",dark
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.”,dark
Joe_List,"Shit, now I don’t know how to say this'",dark
Joe_List_2,"You feel better than everybody behind you, don’t you?",dark
Joe_List_2,"Embarrassing, loser",dark
Joe_List_2,"The whole flight he’s like. [yawns] For like five hours. [yawns] I wanted him to die, I swear to God.",dark
Joe_List_2,"That’s a decision, he’s deciding to do that",dark
Joe_List_2,"People who yawn out loud, they want attention. That’s why they’re doing it.""",dark
Joe_List_2,Don’t fall for it,dark
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months.",dark
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",dark
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at people.",dark
John_Mulaney_2,Go ahead and laugh. His name is ridiculous. That was his name. It was JJ Bittenbinder.,dark
John_Mulaney_2,"Very sorry, Radio City, did that make you uncomfortable? Well, guess what? You’re adults and he’s not even here. So try being seven years old and you’re sitting five feet away from him. He’s still got blood on his shoes. And he’s looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive. They may just have to kill",dark
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",dark
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful.",dark
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my",dark
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",dark
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",dark
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",dark
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that",dark
Louis_CK,I don’t think so.,dark
Louis_CK,"That’s okay, it already all happened. Doesn’t matter where you think.",dark
Louis_CK,"You fucking think about it, you idiot.",dark
Louis_CK,"What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",dark
Louis_CK,"You fucking think about it, you idiot.",dark
Louis_CK,Jesus was Catholic and he had a gold chain with a cross.,dark
Louis_CK,"Oh, that’s why we have those!",dark
Louis_CK,"I didn’t even know. Oh, fuck, that’s me! I’m the little'",dark
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,dark
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid! Incredibly stupid animals.",dark
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",dark
Nate_Bargatze,"I mean, my middle name is Lee, and it just never crossed my mind",dark
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",dark
Nate_Bargatze,"You could be like, “Is your house on fire?” I’ve never seen someone cry this much. It’s over nothing.",dark
Nate_Bargatze_2,"Third grade, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?",dark
Nate_Bargatze_2,"She brought home Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it",dark
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",dark
Nate_Bargatze_TK,I thought everybody’s dad was a clown.,dark
Nate_Bargatze_TK,"He’s dressed as a clown, that doesn’t even faze me. That’s just how he left. How else would he come home?",dark
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,dark
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so his head was bent'",dark
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",dark
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,dark
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,dark
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,dark
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",dark
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go get it, he was like, “Let’s':",dark
Russell_Peters,What do you mean what else is wrong with me?,dark
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",dark
Russell_Peters,There is no way you can be Indian and not have fucking acid reflux.,dark
Russell_Peters,Because there is no way you can be Indian and not have fucking acid reflux.,dark
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your esophagus.",dark
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat",dark
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look, look.",dark
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",dark
Sam_Morril,Let me a passed-out werewolf tonight.,dark
Sam_Morril,"I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",dark
Sam_Morril,"And I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That guy’s a sexual predator.",dark
Sam_Morril,I prefer to think of myself as an accidental hero.,dark
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",dark
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’t kill you',",dark
Trevor_Noah,You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,dark
Trevor_Noah,I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.,dark
Trevor_Noah,"And whenever that happens, I’m always faced with the eternal dilemma. When I go to the bathroom, do I turn the lights on and lose my sleep? Or do I leave the lights off and shit myself?",dark
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness,dark
Trevor_Noah_2,"You can’t be running in the streets: “And a Kit Kat, please.” No. No.",dark
Trevor_Noah_2,"It just doesn’t work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laug",dark
Trevor_Noah_2,Because everyone thought a man who had been in jail for 27 years couldn’t make a joke.,dark
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",dark
Tom_Segura,You don’t fuckin’ have it? Isn’t that your sole responsibility?,dark
Tom_Segura,"Let’s go get it.” He goes, “I’ll go get it. You stay here and watch my place.” And I was like… “Okay.”",dark
Tom_Segura,"That’s what’s up.” -Like, yeah, man. Pow.*",dark
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?""\n* ""I think it’s a taste of power. Like most of us, we have no power in our everyday lives.",dark
Tom_Segura_2,"You are lord of the elevator shaft. You get to decide, like a king with his drawbridge.",dark
Tom_Segura_2,"And you can watch people walk up and be like, “Mm-mm.” -And you hit that.",dark
Anthony_Jeselnik_3,"Just to teach me an important lesson about brand loyalty.""",dark
Anthony_Jeselnik_3,Beat the hell out of me.,dark
Anthony_Jeselnik_3,Let her take the hit.,dark
Anthony_Jeselnik_3,You don’t take classes. You don’t read the instructions. You just do it and figure it out.,dark
Anthony_Jeselnik_3,"You know? You don’t take classes. You don’t read the instructions. You just do it and figure it out. Like, when I was a kid, I never got to take swimming lessons. No, my dad would pick me up and throw me in the water",dark
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,dark
Ali_Wong_3,It’s… too much. I don’t know what’s wrong with these bitches.,dark
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know. You feel like you’re in a Wes Anderson movie or something.",dark
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing documentaries.",dark
Chelsea_Peretti_3,I was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,dark
Chelsea_Peretti_3,My dick hurts.,dark
Chelsea_Peretti_3,"‘Cause I wanted it to be cross-platform, you know? I didn’t know if they were linked.",dark
Chelsea_Peretti_3,"People just like, “Dude, what’s up with your dick? We’re worried about you.”",dark
Chelsea_Peretti_3,any shithead can just write [grunts] “Here’s my thoughts.”,dark
Donald_Glover_3,"It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.",dark
Donald_Glover_3,"it doesn’t really, like, do anything… it’s not that great, you know?",dark
Donald_Glover_3,"And she comes up to me and she goes, “I’m sorry, but are there any terms or phrases in your act “that don’t exist in sign language that I have to make up on the spot?",dark
Hasan_Minhaj_3,"Try to understand immigrant fathers. I still can’t understand some of you. There are uncles here. None of you guys are smiling. I don’t get it. You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired. You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?” You’re like, “Jesus…”",dark
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",dark
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",dark
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",dark
Iliza_Shlesinger_3,We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you,dark
John_Mulaney_3,"No, I wish!",dark
John_Mulaney_3,Jesus Christ!,dark
John_Mulaney_3,Blair Witch style.,dark
John_Mulaney_3,Do you want a Best Buy Rewards card?,dark
John_Mulaney_3,No.,dark
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,dark
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",dark
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,dark
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family. That never happens",dark
Jim_Gaffigan_3,That guy looks like Phillip Seymour Hoffman.,dark
Jim_Gaffigan_3,Do you have anything stronger? ‘Cause I don’t think this bear’s approaching to get his hair done.,dark
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy. I’ve been going long enough.",dark
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family. That’s all therapy is, you complain about your problems, then he says, “It’s your family.” And then you’re like, “Still, great.” Then you give him your money, and then you leave.",dark
Jimmy_Yang_3,"What do you want, a fortune cookie?",dark
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",dark
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,dark
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",dark
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss. ",dark
Jimmy_Yang_3,Everybody should have average dick until proven guilty.,dark
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there.",dark
Louis_CK_3,She’s very expensive. Please don’t touch her.,dark
Louis_CK_3,"I un-rescued it, and I bought a dog that works.",dark
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would.",dark
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back when it was open. I mean, now — it’s nice now. There'",dark
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",dark
Nate_Bargatze_3,"The reception is next door, just at a lady’s house. Like, in her backyard. Like, she doesn’t do… It isn’t like, she’s like, “And I do receptions all the time.” We were her one",dark
Nate_Bargatze_TK_3,"""Nothing should ever come out of her mouth that I’m like, “What? What was that?”",dark
Nate_Bargatze_TK_3,"[chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",dark
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad.",dark
Russell_Peters_3,And candy fell out of her.,dark
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,dark
Russell_Peters_3,"He’s going to steal your laptop and fix it.""",dark
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.",dark
Russell_Peters_3,I waited too long.,dark
Russell_Peters_3,"My girlfriend, she started the show after one month. It was like,. I’m like, what the fuck is going on?",dark
Russell_Peters_3,How many? How many? How many motherfuckers are in there right',dark
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media.,dark
Sam_Morill_3,Adolf’s trending.,dark
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title.",dark
Sam_Morill_3,I’ve always said there aren’t enough upbeat pieces on the Fuhrer.,dark
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’t a group of people that could have helped, you know?Jews.",dark
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.",dark
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.” No one actually knew what it was about.",dark
Tom_Segura_3,Whoa. Are you Japanese?,dark
Tom_Segura_3,"Hundred percent, yeah.",dark
Tom_Segura_3,Segura. Segura! Sounds Japanese.,dark
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,dark
Tom_Segura_3,"Well, what are you?",dark
Tom_Segura_3,It’s never important to ask that question.,dark
Anthony_Jeselnik,Sold my passport on the street for 300 bucks to get to my prom,affiliative
Anthony_Jeselnik,"Weird joke to clap for, but sure.",affiliative
Anthony_Jeselnik,My mom actually should’ve been on one of the planes that crashed on 9/11. I think.,affiliative
Anthony_Jeselnik,And I do not tolerate racism. That’s ignorance and I hate that.,affiliative
Anthony_Jeselnik,"And when I did that, my mom would act weird. She’d pull me aside and say, “Anthony, who’s your new friend? Is he a drug dealer?”",affiliative
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",affiliative
Anthony_Jeselnik_2,"Now I promise you… I promise you… until you’ve heard your grandfather gasp at his own wife’s funeral… …at a Methodist Church in Vicksburg, Mississippi… you are not a real comedian.",affiliative
Anthony_Jeselnik_2,I am a real comedian. I am a pure comedian. I think I’m one of the best comedians of all time.,affiliative
Ali_Wong,Don’t ever do that with your mom.,affiliative
Ali_Wong,It was like the worst experience of my life. It was so emotional.,affiliative
Ali_Wong,She refused to let go of a Texas Instruments TI-82… manual.,affiliative
Ali_Wong,The manual. She don’t even know… where the calculator is.,affiliative
Ali_Wong,It was this calculator that bamboozled my generation. We were all required to buy it when we were in eight grade. It cost like $200,affiliative
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. ‘Cause she knows that she’s got a century more to go.",affiliative
Ali_Wong_2,"And she is so lonely. All of her white friends, dead. Her Mexican friends, dead. Black friends, dead. I’m just kidding. She doesn’t have any black friends.",affiliative
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",affiliative
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame.""",affiliative
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!”",affiliative
Chelsea_Peretti,"Next, next, next, next, more, more, more, more.” Every photo, they were just like… [giggles shrilly] “Uh-oh, it’s us again.” [trills]",affiliative
Chelsea_Peretti,She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him,affiliative
Chelsea_Peretti_2,People say I look just like you.,affiliative
Chelsea_Peretti_2,"It’s actually to stop them from sweating, because why would you, you know, as a human?",affiliative
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole",affiliative
Chelsea_Peretti_2,"Is that a good trade? like, kind of a deal with the devil.",affiliative
Chelsea_Peretti_2,"Oh, ho, ho, ho.""",affiliative
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-',affiliative
Donald_Glover,"tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug, he was like…",affiliative
Donald_Glover,What’s going on with this kid?,affiliative
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,affiliative
Donald_Glover,the vapors from his own mouth made his eyes water.,affiliative
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It was crazy.",affiliative
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will. I have no problem.”",affiliative
Donald_Glover_2,"Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high.""",affiliative
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah! He’s like, “Oh God, no!”",affiliative
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",affiliative
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.,affiliative
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!",affiliative
Hasan_Minhaj,"It’s why we become cardiologists and win spelling bees.""",affiliative
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins.""",affiliative
Hasan_Minhaj_2,Getting into Stanford.,affiliative
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",affiliative
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?",affiliative
Hasan_Minhaj_2,"Hanson, this is not funny.",affiliative
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do'",affiliative
Iliza_Shlesinger,"The beginning of a relationship is exciting because it’s brand new. You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family. It’s fun.",affiliative
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.""",affiliative
Iliza_Shlesinger,"In your 30s… In your 30s, homeboy knocks on the door",affiliative
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime. What if that was the end of my show? I hit my head.",affiliative
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",affiliative
Iliza_Shlesinger_2,"However, at the other end of the sartorial spectrum, you don’t want to go, like",affiliative
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom.,affiliative
Jim_Gaffigan,Aw. Look at you try.,affiliative
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…",affiliative
Jim_Gaffigan,Good show.” “You nailed it.” I don’t care. I like to eat! I like to eat.,affiliative
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is.",affiliative
Jim_Gaffigan,"Well, you must love to cook. Look, I like to sleep. It doesn’t mean I wanna build a",affiliative
Jim_Gaffigan_2,I have friends that are mentally ill.,affiliative
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn’t know it was his birthday. The dog didn’t know it had a birthday.,affiliative
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?",affiliative
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three, I’m 21! I can legally drink!”",affiliative
Joe_List,It’s one doctor. He knows all three body parts.,affiliative
Joe_List,"“Ear, nose, throat. “Who do ya need?”",affiliative
Joe_List,"And so I was like, “Oh, I guess it’s pronounced tin-uh-dus.”",affiliative
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.”,affiliative
Joe_List,"Tomato, to-mah-to. However you say it.",affiliative
