comedian,sentence,race
Russell_Peters_3,"My girlfriend, she started the show after one month. It was like, I’m like, what the fuck is going on? How many? How many? How many motherfuckers are in there right now?""",Hispanic/Latino
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media. That’s not fair.,Hispanic/Latino
Sam_Morill_3,"Hitler might have had a strong Twitter presence. Trapped in bunker, sad. Adolf’s trending.",Hispanic/Latino
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title. I’ve always said there aren’t enough upbeat pieces on the Fuhrer",Hispanic/Latino
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’",Hispanic/Latino
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for",Hispanic/Latino
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.” No one actually knew what it was about.""',",Hispanic/Latino
Tom_Segura_3,Segura. Segura! Sounds Japanese.,Hispanic/Latino
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,Hispanic/Latino
Tom_Segura_3,"I could be Smith, and if you want to go [in gruff voice] ‘Smith…’ -then it’s Japanese.",Hispanic/Latino
Tom_Segura_3,"Well, what are you?",Hispanic/Latino
Anthony_Jeselnik,Sold my passport on the street for 300 bucks to get to my prom,Asian
Anthony_Jeselnik,"Weird joke to clap for, but sure.",Asian
Anthony_Jeselnik,My mom actually should’ve been on one of the planes that crashed on 9/11. I think.,Asian
Anthony_Jeselnik,My mom could be very racist. Very racist.,Asian
Anthony_Jeselnik,And I do not tolerate racism. That’s ignorance and I hate that.,Asian
Anthony_Jeselnik_2,"You know what my favorite memory was? When I was like four years old, before I learned to read, Grandma would curl up with me on the couch, she had this Southern accent, and she would read to me. She would read Mark Twain to me, and I loved it. Like… Mark Twain out of my grandma’s mouth, it would just come to life.",Asian
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",Asian
Ali_Wong,Don’t ever do that with your mom.,Asian
Ali_Wong,It was so emotional. We were screaming and fighting and yelling and it all came to a climax when she refused to let go of a Texas Instruments TI-82… manual.,Asian
Ali_Wong,The manual. She don’t even know… where the calculator is.,Asian
Ali_Wong,"It was this calculator that bamboozled my generation. We were all required to buy it when we were in eight grade. It cost like $200. And everybody thought it could graph',",Asian
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. ‘Cause she knows that she’s got a century more to go.",Asian
Ali_Wong_2,I’m just kidding. She doesn’t have any black friends.,Asian
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame.",Asian
Ali_Wong_2,"They’re like, “I’m just gonna recycle… go bald… go to the park, do this shit.",Asian
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!",Asian
Chelsea_Peretti,"[giggles shrilly] “Uh-oh, it’s us again.” [trills]",Asian
Chelsea_Peretti,"She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her “hubby,” which, to me is on par with the “N” word. Like let',",Asian
Chelsea_Peretti_2,People say I look just like you.,Asian
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.",Asian
Chelsea_Peretti_2,"Oh, ho, ho, ho",Asian
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-dry… just like I always dreamed of.,Asian
Chelsea_Peretti_2,"Whoa, whoa, whoa!",Asian
Chelsea_Peretti_2,"I’m so drawn to you, but I can’t get near you! This is a whole new',",Asian
Donald_Glover,"tears streaming down his face, tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug, he was like…",Asian
Donald_Glover,What’s going on with this kid?,Asian
Donald_Glover,So he would steal mints by the handful. So his breath was so fresh… the vapors from his own mouth made his eyes water.,Asian
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It',",Asian
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will. I have no problem.”",Asian
Donald_Glover_2,"Uh… Two things, lady. Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high.",Asian
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah! He’s like, “Oh God',",Asian
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",Asian
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.,Asian
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!",Asian
Hasan_Minhaj,"It’s why we become cardiologists and win spelling bees.""",Asian
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins.""",Asian
Hasan_Minhaj_2,Getting into Stanford.,Asian
Hasan_Minhaj_2,Thirty for 30? All of us?,Asian
Hasan_Minhaj_2,"He’s like, “Hanson, this is not funny.”",Asian
Hasan_Minhaj_2,March Madness for nerds.,Asian
Iliza_Shlesinger,"Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships. I don’t know. I can’t say empirically how fun being married is. I’ll tell you on the next comedy special what that’s all about.",Asian
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",Asian
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime. What if that was the end of my show? I hit my head.",Asian
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them,',",Asian
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom.,Asian
Jim_Gaffigan,Aw. Look at you try.,Asian
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…",Asian
Jim_Gaffigan,Good show.” “You nailed it.” I don’t care. I like to eat! I like to eat.,Asian
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is.",Asian
Jim_Gaffigan,"Well, you must love to cook. Look, I like',",Asian
Jim_Gaffigan_2,I have friends that are mentally ill.,Asian
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn’t know it was his birthday. The dog didn’t know it had a birthday.,Asian
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog',",Asian
Joe_List,It’s one doctor. He knows all three body parts.,Asian
Joe_List,"“Ear, nose, throat. “Who do ya need?”",Asian
Joe_List,And they all kinda.,Asian
Joe_List,"You got it? Yeah, it’s frustrating. It’s when you’re ears ring, or buzz all the time. I don’t know how you say it.",Asian
Joe_List,"This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.” All caps',",Asian
Joe_List_2,"You feel better than everybody behind you, don’t you?",Asian
Joe_List_2,"Embarrassing, loser",Asian
Joe_List_2,"The whole flight he’s like. [yawns] For like five hours. [yawns] I wanted him to die, I swear to God.",Asian
Joe_List_2,"That’s a decision, he’s deciding to do that",Asian
Joe_List_2,"People who yawn out loud, they want attention. That’s why they’re doing it.""",Asian
Joe_List_2,Don’t fall for it,Asian
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months.",Asian
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",Asian
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at ",Asian
John_Mulaney_2,The Bruno Mars of assemblies.,Asian
John_Mulaney_2,His name is ridiculous. That was his name. It was JJ Bittenbinder.,Asian
John_Mulaney_2,"He was a child homicide expert and… -[audience is silent] -Oh, gee. [audience laughing] Very sorry, Radio City, did that make you uncomfortable?""** The abrupt shift from a serious topic to a f',",Asian
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",Asian
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful.",Asian
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my eye level",Asian
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",Asian
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",Asian
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",Asian
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that',",Asian
Louis_CK,He was?,Asian
Louis_CK,Yeah. Jesus was Jewish.,Asian
Louis_CK,I don’t think so.,Asian
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",Asian
Louis_CK,"You fucking think about it, you idiot. What d– What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",Asian
Louis_CK,"Jesus was Catholic and he had a gold chain with a cross. And when they nailed him up, he was like, “Oh, that’s why we have those!” “That finally makes sense',",Asian
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,Asian
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid! Incredibly stupid animals.",Asian
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",Asian
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?"" And, you know, I’ve never thought about an author a day in my life, so… That never occurred to me. I mean, my middle name is Lee, and it just never crossed my mind.",Asian
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird. And then, you',",Asian
Nate_Bargatze_2,"They throw some stuff in, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?” I don’t even know if that’s true, but…",Asian
Nate_Bargatze_2,"She brought home Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it.",Asian
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",Asian
Nate_Bargatze_TK,I thought everybody’s dad was a clown.,Asian
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,Asian
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",Asian
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,Asian
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,Asian
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,Asian
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",Asian
Nate_Bargatze_TK_2,"They forgot his shirt, ",Asian
Russell_Peters,What do you mean what else is wrong with me?,Asian
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",Asian
Russell_Peters,There is no way you can be Indian and not have fucking acid reflux.,Asian
Russell_Peters,Because there is no way you can be Indian and not have fucking acid reflux.,Asian
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your esophagus.",Asian
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat",Asian
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",Asian
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look, look.""',",Asian
Sam_Morril,"I’m too drunk."" And I said, I’ll drink it.",Asian
Sam_Morril,"And I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That guy’s a sexual predator",Asian
Sam_Morril,"You don’t want to think of yourself as a -block to some monster. I prefer to think of myself as an accidental hero. I have a negative-one rapes, so, you know. Statistically, you',",Asian
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",Asian
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn',",Asian
Trevor_Noah,"You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.""",Asian
Trevor_Noah,"I’ll share this with you, I don’t mind. I, uh– I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.",Asian
Trevor_Noah,"And whenever that happens, I’m always faced with the',",Asian
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness,Asian
Trevor_Noah_2,"And a Kit Kat, please.” No. No. It’s so unique. You can’t be silly.",Asian
Trevor_Noah_2,"What are you making, prank phone calls? “Who the hell is this?!” “I’m not telling you.” [laughs]""",Asian
Trevor_Noah_2,It just doesn’t work.,Asian
Trevor_Noah_2,He still kept what was him.,Asian
Trevor_Noah_2,"Ah, knock, knock.",Asian
Tom_Segura,Not a trailer park. A solo trailer. The most terrifying housing situation that exists.,Asian
Tom_Segura,"Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",Asian
Tom_Segura,"You trying to get a sack?” -I was like, “Oh, shit. Yeah.” “We could go do that.” I was like, “All right',",Asian
Tom_Segura_2,"I did it… I did it at the hotel earlier. I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",Asian
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge.",Asian
Anthony_Jeselnik_3,Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.,Asian
Anthony_Jeselnik_3,"I learned a lot from my parents. Especially my dad. Like, I’ll never forget… the first time I ever got a bad report card in school. First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something',",Asian
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,Asian
Ali_Wong_3,It’s… too much. I don’t know what’s wrong with these bitches.,Asian
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know. You feel like you’re in a Wes Anderson movie or something.",Asian
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing',",Asian
Chelsea_Peretti_3,I was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,Asian
Chelsea_Peretti_3,My dick hurts.,Asian
Chelsea_Peretti_3,But this could sustain my spirit for two weeks!,Asian
Chelsea_Peretti_3,My dick hurts.,Asian
Chelsea_Peretti_3,[humming triumphant tune],Asian
Chelsea_Peretti_3,"What’s up, Jew-fro?! You Jew-ass bitch! Jew, Jew, Jew, bitch, Jew, bitch, Jew.""",Asian
Chelsea_Peretti_3,"Oh, I’m not gonna do science anymore. It’s too hurtful.""",Asian
Chelsea_Peretti_3,Maybe get a job at Kiehl’s.,Asian
Chelsea_Peretti_3,"Did he use beakers? I don’t know. like, what did he',",Asian
Donald_Glover_3,"And they’re all just kind of like, “Oh man, I wish I could say that stuff. “It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.”""",Asian
Donald_Glover_3,"And she comes up to me and she goes, “I’m sorry, but are there any terms or phrases in your act “that don’t exist in sign language that I have to make up on the spot?”",Asian
Donald_Glover_3,Yeah. Niglet?,Asian
Hasan_Minhaj_3,"Ah, yogurt."" Or milk. Just like, “Ah.” And I’d look at him and be like, “Oh, man. Dad hates yogurt.” [laughter] “He hates milk.",Asian
Hasan_Minhaj_3,I’m going to live forever!” Then I would trip on my Velcro shoes and I would drop the soda and it would explode. And then my dad would do what most br0wn parents do. He would check to see if the coast is clear… and he’d slap the shit out of me.,Asian
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",Asian
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",Asian
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",Asian
Iliza_Shlesinger_3,We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you,Asian
John_Mulaney_3,"No, I wish!",Asian
John_Mulaney_3,Jesus Christ!,Asian
John_Mulaney_3,Do you want a Best Buy Rewards card?,Asian
John_Mulaney_3,No.,Asian
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,Asian
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",Asian
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,Asian
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family. That never happens",Asian
Jim_Gaffigan_3,That guy looks like Phillip Seymour Hoffman.,Asian
Jim_Gaffigan_3,Do you have anything stronger? Like a bear gun? \'Cause I don\'t think this bear\'s approaching to get his hair done.,Asian
Joe_List_3,"I love it. I can do it for ya. If you guys wanted to go, maybe you can’t afford it, I can do it for you. I didn’t go to college or anything, but I know how to do therapy. I’ve been going long enough.",Asian
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family. That’s all therapy is, you complain about your problems, then he says, “It’s your family.” And then you',",Asian
Jimmy_Yang_3,"What do you want, a fortune cookie?",Asian
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",Asian
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,Asian
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",Asian
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss. ",Asian
Jimmy_Yang_3,Everybody should have average dick until proven guilty.,Asian
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there.",Asian
Louis_CK_3,She’s very expensive. Please don’t touch her.,Asian
Louis_CK_3,"I rescued a dog last year, and it bit everyone in my life, so I un-rescued it, and I bought a dog that works.",Asian
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would",Asian
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back',",Asian
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",Asian
Nate_Bargatze_3,"The reception is next door, just at a lady’s house. Like, in her backyard. Like, she doesn’t do… It isn’t like, she’s like, “And I do receptions all the time.”',",Asian
Nate_Bargatze_TK_3,"I learned when to use “a” or “an” in a sentence. [chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",Asian
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad. I mean, I… And if I',",Asian
Russell_Peters_3,And candy fell out of her.,Asian
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,Asian
Russell_Peters_3,"He’s going to steal your laptop and fix it.""",Asian
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late.",Asian
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.""",Asian
Russell_Peters_3,"My girlfriend, she started the show after one month",Asian
Sam_Morill_3,"we don’t know how hilarious Hitler would have been on social media. That’s not fair.""",Asian
Sam_Morill_3,"Hitler might have had a strong Twitter presence. Trapped in bunker, sad. Adolf’s trending.",Asian
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title. I’ve always said there aren’t enough upbeat pieces on the Fuhrer.""",Asian
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’',",Asian
Trevor_Noah_3,"You must remember, I come from an African country. And all over Africa, we have traffic lights. But we don’t use them. All right? It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.""",Asian
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic',",Asian
Tom_Segura_3,Segura. Segura! Sounds Japanese.,Asian
Tom_Segura_3,"Hundred percent, yeah.",Asian
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,Asian
Tom_Segura_3,"I could be Smith, and if you want to go [in gruff voice] ‘Smith…’ -then it’s Japanese.",Asian
