comedian,sentence,race
Donald_Glover,"And he… he was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in',",elderly
Donald_Glover_2,his tolerance for gross stuff is probably pretty high. It’s probably pretty high.,elderly
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to?",elderly
Donald_Glover_2,You got more superpowers than Shaft if you can poop whenever you want,elderly
Donald_Glover_2,"Somebody can run down… down the stage right now and pull out a gun and be like, “Shit yourself! Poop yourself right now!” I’d be like, “Blow my head off.",elderly
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",elderly
Hasan_Minhaj,"Every brown birthday party. And usually it’s the kid whose birthday it is, and we stand there and point and laugh.",elderly
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",elderly
Hasan_Minhaj,"""\n3. """"\n4. ""Slapping is important. It elevates your game.",elderly
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins.""",elderly
Hasan_Minhaj,"That kid won’t choke on camera. He’s been',",elderly
Hasan_Minhaj_2,Getting into Stanford.,elderly
Hasan_Minhaj_2,Thirty for 30? All of us?,elderly
Hasan_Minhaj_2,"Hanson, this is not funny.”",elderly
Hasan_Minhaj_2,March Madness for nerds.,elderly
Iliza_Shlesinger,"Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships.",elderly
Iliza_Shlesinger,"""You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family. It’s fun.",elderly
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",elderly
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime. What if that was the end of my show? I hit my head",elderly
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them',",elderly
Jim_Gaffigan,I don’t know what happened. All I did was eat abusively for 40 years. And suddenly I’m fat? That doesn’t seem fair.,elderly
Jim_Gaffigan,"When I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.",elderly
Jim_Gaffigan,"I’m always afraid he’s gonna gather the whole staff, “The fat pig is trying, the fat pig is trying, I…",elderly
Jim_Gaffigan_2,I have friends that are mentally ill.,elderly
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn’t know it was his birthday. The dog didn’t know it had a birthday.,elderly
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?",elderly
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three, I’m 21!',",elderly
Joe_List,It’s one doctor. He knows all three body parts.,elderly
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.,elderly
Joe_List,"Tomato, to-mah-to. However you say it.",elderly
Joe_List,My ears are ringing,elderly
Joe_List,"Oh no, that’s okay. “My hearing is great. “I hear everything, plus ringing, so. “I kind of have superpower hearing, if you think about it. “I’m',",elderly
Joe_List_2,"You feel better than everybody behind you, don’t you?",elderly
Joe_List_2,"Embarrassing, loser",elderly
Joe_List_2,"I wanted him to die, I swear to God.",elderly
Joe_List_2,"That’s a decision, he’s deciding to do that.",elderly
Joe_List_2,I like to let people know when I’m hungry.,elderly
Joe_List_2,"People who yawn out loud, they want attention.",elderly
Joe_List_2,Neat.,elderly
Joe_List_2,Don’t make me ask for it.,elderly
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months",elderly
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",elderly
John_Mulaney,"The boxes were so heavy I couldn’t even say what was in them. I was',",elderly
John_Mulaney_2,Go ahead and laugh. His name is ridiculous. That was his name. It was JJ Bittenbinder.,elderly
John_Mulaney_2,"Very sorry, Radio City, did that make you uncomfortable? Well, guess what? You’re adults and he’s not even here. So try being seven years old and you’re sitting five feet away from him.",elderly
John_Mulaney_2,"He’s still got blood on his shoes. And he’s looking at you in the eye to tell you for the first time in your very young life that some adults find you',",elderly
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",elderly
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful.",elderly
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at',",elderly
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",elderly
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",elderly
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",elderly
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves',",elderly
Louis_CK,I don’t think so.,elderly
Louis_CK,"That’s okay, it already all happened. Doesn’t matter where you think.",elderly
Louis_CK,"You fucking think about it, you idiot",elderly
Louis_CK,"What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",elderly
Louis_CK,Jesus was Catholic and he had a gold chain with a cross.,elderly
Louis_CK,"Oh, that’s why we have those!” ""That finally makes sense. I didn’t even know. Oh, fuck, that’s me! I’',",elderly
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,elderly
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid! Incredibly stupid animals.",elderly
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",elderly
Nate_Bargatze,"I’ve never thought about an author a day in my life, so… That never occurred to me.",elderly
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",elderly
Nate_Bargatze_2,"Third grade, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?",elderly
Nate_Bargatze_2,"They bring it home, you gotta watch a 40-minute YouTube video on Common Core math. I don’t even understand it.",elderly
Nate_Bargatze_2,"It’s just a whole new… I mean, it’s unbelievable. ",elderly
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",elderly
Nate_Bargatze_TK,I thought everybody’s dad was a clown.,elderly
Nate_Bargatze_TK,"He’s dressed as a clown, that doesn’t even faze me. That’s just how he left. How else would he come home?",elderly
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,elderly
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal,',",elderly
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",elderly
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,elderly
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,elderly
Nate_Bargatze_TK_2,No shirt.,elderly
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go get it, he was like, “Let’s do it without it.”",elderly
Russell_Peters,What do you mean what else is wrong with me?,elderly
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",elderly
Russell_Peters,Because there is no way you can be Indian and not have fucking acid reflux,elderly
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your esophagus.",elderly
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate.",elderly
Russell_Peters_2,"These are my boys, it’s Pete and Repea",elderly
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",elderly
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are.",elderly
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",elderly
Sam_Morril,"And I was like, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh.',",elderly
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",elderly
Sam_Morril_2,"Wouldn’t kill you to carry a pack,” you know? Marlboro: Just in Case.",elderly
Sam_Morril_2,"That was the baby’s name, Chivalry. I’m just saying.",elderly
Sam_Morril_2,"If I knock you up and you need an abortion, it’s on the house. I’ll throw my',",elderly
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,elderly
Trevor_Noah,I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.,elderly
Trevor_Noah,"And whenever that happens, I’m always faced with the eternal dilemma. When I go to the bathroom, do I',",elderly
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness.,elderly
Trevor_Noah_2,"And a Kit Kat, please.” No. No. It’s so unique. You can’t be silly.",elderly
Trevor_Noah_2,"What are you making, prank phone calls? “Who the hell is this?!” “I’m not telling you.” [laughs]",elderly
Trevor_Noah_2,"He would tell jokes at press conferences and events, and no one would laugh. Because everyone thought a man who had been in jail for 27 years couldn’t make a',",elderly
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",elderly
Tom_Segura,You don’t fuckin’ have it? Isn’t that your sole responsibility?,elderly
Tom_Segura,"Anybody comes in here, blast ’em",elderly
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the close of my body, you know?",elderly
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft.",elderly
Tom_Segura_2,"You get to decide, like a king with his drawbridge. There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm',",elderly
Anthony_Jeselnik_3,Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty,elderly
Anthony_Jeselnik_3,"But I learned something. Because the next time I got a bad report card in school, I brought it home and I gave it to my mom. Let her take the hit.",elderly
Anthony_Jeselnik_3,"My dad was a hard-ass. One of those guys who believed that men just learn by doing things. You know? You don’t',",elderly
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,elderly
Ali_Wong_3,It’s… too much. I don’t know what’s wrong with these bitches.,elderly
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know. You feel like you’re in a Wes Anderson movie or something.",elderly
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing',",elderly
Chelsea_Peretti_3,My dick hurts.,elderly
Chelsea_Peretti_3,My dick hurts.,elderly
Chelsea_Peretti_3,But this could sustain my spirit for two weeks!,elderly
Chelsea_Peretti_3,"What’s up, Jew-fro?! You Jew-ass bitch! Jew, Jew, Jew, bitch, Jew, bitch, Jew",elderly
Chelsea_Peretti_3,"Oh, I’m not gonna do science anymore. It’s too hurtful.",elderly
Chelsea_Peretti_3,Maybe get a job at Kiehl’s,elderly
Chelsea_Peretti_3,"Did he use beakers? I don’t know.',",elderly
Donald_Glover_3,"Oh man, I wish I could say that stuff. “It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.”",elderly
Donald_Glover_3,"And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?",elderly
Donald_Glover_3,They already have it! Deaf people have been saying “niglet” for years! For years!,elderly
Donald_Glover_3,"""\n2. """"\n3. """"\n4. ""Was it… Why is this “n*gga”? Why is',",elderly
Hasan_Minhaj_3,"You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired. You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?” You’re like, “Jesus…",elderly
Hasan_Minhaj_3,"He has a little kid and I’m not making his life any easier. I’m picking up soda and I’m like, “Ah!” “Don’t do that.” “I’',",elderly
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",elderly
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",elderly
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",elderly
Iliza_Shlesinger_3,"We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you’re 50% attractive enough',",elderly
John_Mulaney_3,"No, I wish!",elderly
John_Mulaney_3,Jesus Christ!,elderly
John_Mulaney_3,Do you want a Best Buy Rewards card?,elderly
John_Mulaney_3,No.,elderly
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,elderly
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family.",elderly
Jim_Gaffigan_3,Do you have anything stronger? ‘Cause I don’t think this bear’s approaching to get his hair done.,elderly
Joe_List_3,"Mental and dental. No? Not a big, therapy, in New York too, oi.",elderly
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy.",elderly
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than',",elderly
Jimmy_Yang_3,"What do you want, a fortune cookie?",elderly
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",elderly
Jimmy_Yang_3,You don’t have a small penis,elderly
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",elderly
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss. ",elderly
Jimmy_Yang_3,Everybody should have average dick until proven guilty.,elderly
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. ",elderly
Louis_CK_3,She’s very expensive. Please don’t touch her.,elderly
Louis_CK_3,"I un-rescued it, and I bought a dog that works.",elderly
Louis_CK_3,"Everybody rescues their dogs, like, “I rescued this dog. I rescued her. She has',",elderly
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",elderly
Nate_Bargatze_3,"The horse was the oldest horse I’ve ever seen. I thought it was a donkey. I thought they got a deal on a donkey. And the guy was like, “This horse was in the Kentucky Derby.” You’re like, “',",elderly
Nate_Bargatze_TK_3,"I learned when to use “a” or “an” in a sentence. [chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do",elderly
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad. I mean, I… And if I',",elderly
Russell_Peters_3,And candy fell out of her.,elderly
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,elderly
Russell_Peters_3,"He’s going to steal your laptop and fix it.""",elderly
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late.",elderly
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.""",elderly
Russell_Peters_3,"My girlfriend, she started the show after one month",elderly
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media.,elderly
Sam_Morill_3,Adolf’s trending,elderly
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title.",elderly
Sam_Morill_3,I’ve always said there aren’t enough upbeat pieces on the Fuhre,elderly
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’t a group of people that could have helped, you know?",elderly
Sam_Morill_3,Jews.,elderly
Trevor_Noah_3,"You must remember, I come from an African country. And all over Africa, we have traffic lights. But we don’t use them. All right? It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for",elderly
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic',",elderly
Tom_Segura_3,Segura. Segura! Sounds Japanese.,elderly
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,elderly
Tom_Segura_3,"Well, what are you?",elderly
Tom_Segura_3,It’s never important to ask that question. \'What are you?\' It’s never important to ask that,elderly
